Car,Year,Manufacturer,MSRP,Drivetrain,Passenger_Capacity,Passenger_Doors,Engine_Type,Engine_Configuration,Cylinders,Body_Style,Transmission_Type,Front_Leg_Room_(in),Second_Shoulder_Room_(in),Passenger_Volume_(ft³),Second_Head_Room_(in),Front_Shoulder_Room_(in),Front_Head_Room_(in),Second_Leg_Room_(in),Wheelbase_(in),"Width,_Max_w/o_mirrors_(in)","Height,_Overall_(in)","Fuel_Tank_Capacity,_Approx_(gal)",Fuel_Economy_Est-Combined_(MPG),EPA_Fuel_Economy_Est_City_(MPG),EPA_Fuel_Economy_Est_Hwy_(MPG),Net_Torque,RPM_NT,Net_HP_Needed,Fuel_Type,Net_HorsePower,RPM_NHP,Net_HP.RPM,Brake_ABS_System,Recirculating_Ball_Steering,Rack_Pinion_steering,Electric_steering,Hydraulic_steering,Speed_Sensitive_steering,Variable_steering,Steering_Type,Turning_Diameter_-_Curb_to_Curb_(ft),Air_Bag-Frontal-Driver,Air_Bag-Frontal-Passenger,Air_Bag-Passenger_Switch_(On/Off),Air_Bag-Side_Body-Front,Air_Bag-Side_Body-Rear,Air_Bag-Side_Head-Front,Air_Bag-Side_Head-Rear,Brakes-ABS,Child_Safety_Rear_Door_Locks,Daytime_Running_Lights,Traction_Control,Night_Vision,Rollover_Protection_Bars,Fog_Lamps,Parking_Aid,Tire_Pressure_Monitor,Back-Up_Camera,Stability_Control,Corrosion_Years,Roadside_Assistance_Miles/km,Roadside_Assistance_Years,"Length,_Overall_(in)",Trunk_Volume_(ft³),Cargo_Volume_(ft³),Suspension_Type,Model_Type
2014 Toyota Prius Specs: 5-Door HB Advanced,2014,Toyota,34905,FWD,5,4,I4,I,4,4dr Car,Automatic,42.5,53.1,93.7,37.6,54.9,38.6,36,106.3,68.7,58.7,10.6,50,51,49,105,4000,79.96953542,Hybrid,134,5200,696.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,34.2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,3,176.4,NA,0,MacPherson Strut,Toyota Prius
2019 Toyota Highlander Specs: LE I4 FWD,2019,Toyota,31530,FWD,8,4,I4,I,4,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,20,24,184,4200,147.1439452,Gas,185,5800,1073,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: XLE V6 FWD,2019,Toyota,39420,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: SE V6 FWD,2019,Toyota,40640,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Limited Platinum V6 FWD,2019,Toyota,45750,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Limited V6 FWD,2019,Toyota,42630,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: LE Plus V6 FWD,2019,Toyota,36460,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: LE V6 FWD,2019,Toyota,33580,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: XLE V6 AWD,2019,Toyota,40880,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: SE V6 AWD,2019,Toyota,42100,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Limited Platinum V6 AWD,2019,Toyota,47210,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Limited V6 AWD,2019,Toyota,44090,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: LE Plus V6 AWD,2019,Toyota,37920,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: LE V6 AWD,2019,Toyota,35040,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Hybrid XLE V6 AWD,2019,Toyota,42230,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Hybrid Limited Platinum V6 AWD,2019,Toyota,48830,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,139.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Hybrid Limited V6 AWD,2019,Toyota,45710,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,141.1,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2019 Toyota Highlander Specs: Hybrid LE V6 AWD,2019,Toyota,37170,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,17.2,29,30,28,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: LE I4 FWD,2018,Toyota,31230,FWD,8,4,I4,I,4,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,20,24,184,4200,147.1439452,Gas,185,5800,1073,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: XLE V6 FWD,2018,Toyota,39120,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: SE V6 FWD,2018,Toyota,40290,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Limited Platinum V6 FWD,2018,Toyota,45400,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Limited V6 FWD,2018,Toyota,42280,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: LE Plus V6 FWD,2018,Toyota,35660,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,23,21,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: LE V6 FWD,2018,Toyota,33280,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: XLE V6 AWD,2018,Toyota,40580,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: SE V6 AWD,2018,Toyota,41750,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Limited Platinum V6 AWD,2018,Toyota,46860,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Limited V6 AWD,2018,Toyota,43740,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,22,20,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: LE Plus V6 AWD,2018,Toyota,37120,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,27,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: LE V6 AWD,2018,Toyota,34740,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,26,263,4700,235.3579589,Gas,295,6600,1947,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Hybrid XLE V6 AWD,2018,Toyota,41930,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Hybrid Limited Platinum V6 AWD,2018,Toyota,48480,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,139.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Hybrid Limited V6 AWD,2018,Toyota,45360,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,141.1,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,28,29,27,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Highlander Specs: Hybrid LE V6 AWD,2018,Toyota,36870,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,17.2,29,30,28,215,4800,196.4965727,Hybrid,306,5800,1774.8,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door Limited,2016,Toyota,47870,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,141.1,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door V6 XLE,2016,Toyota,37315,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door V6 Limited Platinum,2016,Toyota,43530,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door V6 Limited,2016,Toyota,40915,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door V6 LE Plus,2016,Toyota,34395,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door V6 LE,2016,Toyota,32015,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: FWD 4-Door I4 LE,2016,Toyota,30490,FWD,8,4,I4,I,4,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,25,184,4200,147.1439452,Gas,185,5800,1073,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door V6 XLE,2016,Toyota,38775,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door V6 Limited Platinum,2016,Toyota,44990,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door V6 Limited,2016,Toyota,42375,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door V6 LE Plus,2016,Toyota,35855,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door V6 LE,2016,Toyota,33475,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,144.9,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2016 Toyota Highlander Specs: AWD 4-Door Limited Platinum,2016,Toyota,50485,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,139.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
